Protein name	Uniprot ID	NCBI Gene ID	Function
Pla2g15	Q8VEB4	192654	target gene
Nvl	Q9DBY8	67459	transcription factor
Ccnd1	P25322	12443	transcription factor and target gene
Loxl4	Q924C6	67573	target gene
Mrps35	A0A0N4SV23	-	target gene
P4ha1	Q60715	18451	target gene
Kcnk15	B2RVL1	241769	target gene
Cnih2	O35089	12794	target gene
Gm826	A2A5Q3	-	target gene
Rcn1	Q05186	19672	target gene
Apol7c	A0A2R8VHW5	-	target gene
Tmem87b	Q8BKU8	72477	target gene
Gm14632	Q62478	100039240,100039324,100039377,100039467,100039550,100039585,100042144,100042175,22526	target gene
Lrp1	D3Z5M3	-	target gene
Capn12	E9QL26	60594	target gene
Rbms3	Q8BWL5	207181	target gene
Tiam1	G3UWG2	21844	target gene
Angptl4	Q9Z1P8	57875	target gene
Znf354c	Q571J5	30944	target gene
Luc7l	Q9CYI4	66978	target gene
Tmem214	Q8BM55	68796	target gene
Impa1	Q924B0	55980	target gene
Atp5mc3	P56384	228033	target gene
Upf3b	Q9CS15	-	target gene
Edc4	F6V5I7	-	target gene
Ago4	Q8CJF8	76850	target gene
Dnal4	Q9DCM4	54152	target gene
Hs3st6	Q5GFD5	328779	target gene
Foxp1	P58462	108655	transcription factor and target gene
2410141K09Rik	A0A286YE17	-	target gene
Btbd18	A0A0A6YY25	100270744	target gene
Hmgxb4	Q8R579	-	target gene
Xrcc4	A0A0R4J024	108138	target gene
Adra1b	Q9DBL0	11548	target gene
Col28a1	Q2UY11	213945	target gene
Msl1	Q6PDM1	74026	target gene
Lig3	K4DI59	-	target gene
Elmsan1	E9Q2I4	238317	target gene
Sumf1	Q8R0F3	58911	target gene
Gamt	O35969	14431	target gene
Tek	Q02858	21687	target gene
Pik3r4	Q8VD65	75669	target gene
Olfr1284	Q8VF29	258379	target gene
Timmdc1	Q8BUY5	76916	target gene
Dnai1	Q8C0M8	68922	target gene
Cebpd	Q00322	12609	transcription factor and target gene
Pim2	Q62070	18715	target gene
Sipa1l3	G3X9J0	74206	target gene
Mcm7	Q61881	17220	target gene
Adpgk	Q3UDS7	72141	target gene
Cnksr2	Q80YA9	245684	target gene
Tatdn3	Q3U1C6	68972	target gene
Mrpl48	A0A140LI38	-	target gene
Parp12	Q8BZ20	243771	target gene
Utp20	A0A1W2P8D7	-	target gene
Srfbp1	Q9CZ91	67222	target gene
Tmem8a	Q9ESN3	60455	target gene
Itgb1bp1	O35671	16413	target gene
Bbip1	J3QMK2	100503572	target gene
Tirap	H3BKK6	-	target gene
Zfp715	G3X9T1	69930	target gene
Sltm	Q8CH25	66660	target gene
Ube2v2	Q9D2M8	70620	target gene
Mylip	Q8BM54	218203	target gene
C87977	A6PWB1	-	target gene
Fgf23	Q9EPC2	64654	target gene
Mdn1	J3QMC5	100019	target gene
Ifitm7	Q9D3R8	-	target gene
Neb	F6RDH3	-	target gene
Sertm1	Q8CD78	329641	target gene
Haus7	Q8BKT8	73738	target gene
P3h1	Q3V1T4	56401	target gene
Klhl17	Q6TDP3	231003	target gene
Uxs1	Q91XL3	67883	target gene
Trappc9	Q3U0M1	76510	target gene
Mageb3	Q9D2H4	17147	target gene
Mroh9	G5E8L9	78258	target gene
Grm8	P47743	14823	target gene
Cers1	P27545	93898	target gene
Star	P51557	20845	target gene
Rnf112	Q96DY5	22671	target gene
Tmem210	Q9D2F0	78217	target gene
Scly	D3Z3I6	-	target gene
Pram1	Q6BCL1	378460	target gene
Cops7b	Q8BV13	26895	target gene
Lmtk3	A0A1B0GSR5	381983	target gene
Mreg	Q6NVG5	381269	target gene
4930412O13Rik	A2ASX5	-	target gene
Rbp7	Q9EPC5	63954	target gene
Macf1	B1ARU1	-	target gene
Hltf	Q6PCN7	20585	transcription factor and target gene
Fat4	Q2PZL6	329628	target gene
Znf513	Q6PD29	101023	transcription factor
Aqp6	Q8C4A0	11831	target gene
Olfr531	Q8VGL2	258955	target gene
Grem1	O70326	23892	target gene
Car12	F6W0I8	-	target gene
Egfl7	F6RMR6	-	target gene
Ctnnbl1	Q9CWL8	66642	target gene
Galnt9	G3X942	231605	target gene
Lrp3	E9Q1T6	435965	target gene
Pabpc4l	G5E8X2	241989	target gene
Skint1	A7TZE6	639781	target gene
Tas2r38	Q7TQA6	387513	target gene
Taf1	Q80UV9	270627	target gene
Abl2	B2RQ57	11352	target gene
Slc35d2	A0A1Y7VK47	-	target gene
Tex21	A0A1W2P825	-	target gene
Slc35b1	P97858	110172	target gene
Uba2	Q9Z1F9	50995	target gene
Myl4	F6XL79	-	target gene
Tet2	Q4JK59	214133	target gene
Rnd2	Q9QYM5	11858	target gene
Olfr133	G3UXU0	-	target gene
Olfr448	Q8VES9	258270	target gene
Gabpb2	P81069	213054	target gene
Slc7a2	P18581	11988	target gene
Cenpf	E9PY14	-	target gene
Gjd3	Q91YD1	353155	target gene
Zfp429	A0A286YCY5	-	target gene
Prph	A0A2R8W6R6	19132	target gene
Med16	G3UW74	216154	target gene
Fam124a	D3Z5V4	629059	target gene
Dck	P43346	13178	target gene
Nsun7	Q14AW5	70918	target gene
Slc18a2	Q8BRU6	214084	target gene
Dcun1d4	Q8CCA0	100737	target gene
Slc2a13	Q3UHK1	239606	target gene
H2-M10.3	Q85ZW6	110696	target gene
Prop1	P97458	19127	transcription factor and target gene
Dnajc10	Q9DC23	66861	target gene
Foxf2	O54743	14238	target gene
Ikzf1	Q5SWU0	22778	target gene
Slc5a5	G3X8P5	114479	target gene
Ldah	A0A1W2P6H0	-	target gene
Ensa	P60840	56205	target gene
Tchh	A0A0B4J1F9	99681	target gene
Tmem121	Q80XA0	69195	target gene
Kcnmb2	Q9CZM9	72413	target gene
Prkcg	P63318	18752	target gene
Wasf3	Q8VHI6	245880	target gene
Ftl1	Q9CPX4	100862446,14325	target gene
Hjurp	F6XR06	-	target gene
Mfap4	Q9D1H9	76293	target gene
Znf653	Q6YND2	319601	target gene
Ncor1	Q5RIM6	20185	target gene
Oser1	Q9D722	66680	target gene
Htra2	Q9JIY5	64704	target gene
Ints7	A0A0R4J0E4	77065	target gene
Ppp1r15b	Q8BFW3	108954	target gene
Fscn1	Q61553	14086	target gene
Inpp4a	E9QAD0	269180	target gene
Mc2r	Q64326	17200	target gene
Gm5475	Q3TR11	-	target gene
Medag	Q14BA6	70717	target gene
Rims4	P60191	241770	target gene
Zfp709	Q3THF1	-	target gene
Kynu	A2ARD6	70789	target gene
Rab15	D3Z1A7	-	target gene
Crk	Q64010	12928	target gene
Pip5k1c	O70161	18717	target gene
Grin2d	Q03391	14814	target gene
Calhm2	Q8VEC4	72691	target gene
Naglu	O88325	27419	target gene
Mtfr1	Q99MB2	67472	target gene
Vmn2r121	D3Z3M3	-	target gene
Tas2r105	Q9JKT4	57252	target gene
Znf541	Q0GGX2	666528	target gene
Rnf187	Q8BFX1	108660	target gene
Prmt2	A0A1W2P6Z3	-	target gene
Creb3	Q61817	-	transcription factor and target gene
Prkg2	E9QPH0	-	target gene
Tpcn1	Q9EQJ0	252972	target gene
Smap1	Q91VZ6	98366	target gene
Tcaf2	Q921K8	232748	target gene
Tmem38b	Q9DAV9	52076	target gene
4921508M14Rik	Q9D5X6	-	target gene
Wipf2	Q6PEV3	68524	target gene
Kdm3b	B9EKS2	277250	target gene
Trps1	V9GXA5	-	target gene
Tigd2	Q0VBL1	68140	target gene
Smarca2	A0A140LIK7	-	target gene
Ttc14	A0A0G2JF90	-	target gene
Olfr1262	Q8VGN2	258976	target gene
Lrrc8d	Q8BGR2	231549	target gene
Wac	Q924H7	225131	target gene
Gm595	A2AF73	209005	target gene
Rfx6	Q8C7R7	320995	target gene
Tdpoz3	Q717B4	399674	target gene
Atp11a	P98197	50770	target gene
Olfr199	F6ZUS0	404310	target gene
Cd48	P18181	12506	target gene
Tg	O08710	21819	target gene
R3hdm1	A0A087WQI5	-	target gene
Myo1g	Q5SUA5	246177	target gene
Abcd4	O89016	19300	target gene
Cacna1h	F6USE5	-	target gene
Csf2rb	P26955	12983	target gene
Slc50a1	Q9CXK4	19729	target gene
Armc2	Q3URY6	213402	target gene
Rps12-ps3	Q6ZWZ6	20042	target gene
Slc25a1	Q8JZU2	13358	target gene
Olfr110	A2RT31	258325	target gene
Slc45a4	Q0P5V9	106068	target gene
Akap11	E9Q777	219181	target gene
Trav18	A0A075B656	-	target gene
Fabp12	Q9DAK4	75497	target gene
Itm2c	Q91VK4	64294	target gene
Myo15b	I7HPW8	-	target gene
Gm15056	E9Q8Z3	100504014	target gene
Klrb1c	G3UYR0	-	target gene
Nup88	Q8CEC0	19069	target gene
Rflnb	Q5SVD0	76566	target gene
Lmo7	E9PYF4	380928	transcription factor and target gene
Uprt	B1AVZ0	331487	target gene
Foxo4	Q9WVH3	54601	transcription factor
Adh6b	A0A1D5RMB0	100417514	target gene
Fbxo30	Q8BJL1	71865	target gene
Ahr	A0A0B4J1L1	-	target gene
Usp32	G3UXQ4	-	target gene
Kiaa0100	Q5SYL3	72503	target gene
Muc6	F8WIM6	-	target gene
Cfb	Q3UEG8	14962	target gene
Ncoa6	Q9JL19	-	transcription factor
Olfr304	Q7TS03	258089	target gene
Plcb1	Q9Z1B3	18795	target gene
Cct3	P80318	12462	target gene
Zfand2b	Q91X58	68818	target gene
Susd1	E9Q3H4	634731	target gene
Cyp4f14	Q9EP75	64385	target gene
A630001G21Rik	Q8C9T1	-	target gene
Acr	P23578	11434	target gene
Coro6	Q920M5	216961	target gene
Gm4788	E9Q8B5	214403	target gene
Cep57l1	A0A087WSK9	-	target gene
Pigv	Q7TPN3	230801	target gene
Dot1l	Q6XZL8	208266	transcription factor and target gene
9830107B12Rik	D3Z5D6	328829	target gene
Cenpt	Q3TJM4	320394	target gene
Wasf2	Q8BH43	242687	target gene
Nudt12	Q9DCN1	67993	target gene
Atp5mc2	P56383	67942	target gene
Msrb1	Q9JLC3	27361	target gene
Tmem45a	Q8BFU6	56277	target gene
Retnlb	A0A0R4J042	57263	target gene
Necap2	Q9D1J1	66147	target gene
-	A0A0J9YTW6	-	target gene
Slc4a9	Q8BUG8	240215	target gene
Eda2r	Q8BX35	245527	target gene
Garem2	Q6PAJ3	242915	target gene
Cdh6	P97326	12563	target gene
1700012A03Rik	Q9DAF1	76382	target gene
Armc8	Q9DBR3	74125	target gene
Ppp4r1	F6TLH3	-	target gene
Gm10447	Q3UQ92	-	target gene
Amer3	Q6NS69	211383	target gene
Adamts2	Q8C9W3	216725	target gene
Foxs1	Q61574	14239	target gene
Cacna1g	Q5SUG4	12291	target gene
Brd4	Q9ESU6	57261	target gene
Ighg3	A0A1Y7VJN6	-	target gene
G6pc	P35576	14377	target gene
Pm20d1	Q8C165	212933	target gene
Ace2	Q8R0I0	70008	target gene
Txnrd2	A0A0M3HEP9	-	target gene
Zfp825	A0A1Y7VK00	235956	target gene
Hinfp	Q8K1K9	102423	target gene
Gpr37	Q9QY42	14763	target gene
Col4a6	B1AVK5	94216	target gene
Lin7a	Q8JZS0	108030	target gene
Olfr763	Q8VGC1	258861	target gene
Ppp1r1b	Q60829	19049	target gene
Myoz3	E9QJU4	170947	target gene
Ear6	Q923L7	93719	target gene
Efna5	O08543	13640	target gene
Zfp738	B8JJX8	408068	target gene
Tnrc6b	Q8BKI2	213988	target gene
Npcd	F8VQB8	504193	target gene
Mpig6b	D7PDD4	106722	target gene
Tas2r129	Q7M709	387354	target gene
Mettl21c	Q8BLU2	433294	target gene
Jmy	A0A0R4J0V4	57748	target gene
Nme6	O88425	54369	target gene
Adcy3	Q8VHH7	104111	target gene
Ankrd12	Q3U569	-	target gene
Myb	P06876	17863	transcription factor and target gene
Pank2	V9GXK8	-	target gene
Exoc4	O35382	20336	target gene
Srrm1	E9PUK6	51796	target gene
Slc15a1	Q9JIP7	56643	target gene
Ube2z	Q3UE37	268470	target gene
Hook3	Q8BUK6	320191	target gene
Foxa3	P35584	15377	transcription factor and target gene
Naa11	Q3UX61	97243	target gene
Tmem53	Q9D0Z3	68777	target gene
Vmp1	Q99KU0	75909	target gene
Atp5f1c	Q91VR2	11949	target gene
Zfp263	Q8K439	-	transcription factor
Gm14444	A2ARW3	-	target gene
Cdc42se1	Q8BHL7	57912	target gene
Gapdhs	S4R2L8	-	target gene
Numb	Q9QZS3	18222	target gene
Cep112	Q5PR68	76380	target gene
Tmem196	V9GX04	217951	target gene
Mcf2l	G3UX72	-	target gene
Pkm	P52480	18746	target gene
Sipa1	E9Q0Y4	20469	target gene
Slc39a1	Q9QZ03	30791	target gene
Iqsec3	Q3TES0	243621	target gene
B3gnt7	Q8K0J2	227327	target gene
Rho	P15409	212541	target gene
Gata5	P97489	14464	target gene
Naip6	Q9JIB6	17952	target gene
Npas2	P97460	18143	transcription factor and target gene
Cd44	Q3U8S1	12505	target gene
Lztfl1	Q9JHQ5	93730	target gene
Klk13	A0A0U1RP84	-	target gene
Ccnq	Q8QZR8	69109	target gene
4931422A03Rik	A2BHN9	-	target gene
Htr5a	P30966	15563	target gene
Gstp1	P19157	14870	target gene
Mtch2	Q791V5	56428	target gene
Serpine1	P22777	-	target gene
Rbm6	Q3ULB0	19654	target gene
Tex35	A0A0R4J070	73435	target gene
Sp100	O35892	20684	target gene
Tuba4a	P68368	22145	target gene
Psmg4	P0C7N9	69666	target gene
Dnmbp	A0A1D5RLL6	71972	target gene
Sp140	F7DFN7	-	target gene
Gtsf1l	Q9CWD0	68236	target gene
Mettl1	Q9Z120	17299	target gene
Fem1b	Q9Z2G0	14155	target gene
Cd80	Q00609	12519	target gene
E130114P18Rik	A2AK50	-	target gene
Prpf6	Q91YR7	68879	target gene
Gstz1	Q9WVL0	14874	target gene
Adgrl3	Q80TS3	319387	target gene
4921513I03Rik	Q9D5W2	-	target gene
Myo1f	G3V011	-	target gene
Cobll1	Q3UMF0	319876	target gene
Plxna1	P70206	18844	target gene
Nucks1	Q80XU3	98415	target gene
Lmo7	B7ZN52	-	transcription factor
Haus6	B1AXR2	-	target gene
Pcf11	F6UFZ5	-	target gene
Ntf3	P20181	18205	target gene
Pde1c	Q64338	18575	target gene
Pax2	G3UZ20	-	target gene
Myo10	F8VQB6	17909	target gene
Plagl2	Q925T4	54711	transcription factor and target gene
Olfr1507	A0A0U1RPC3	-	target gene
Junb	P09450	16477	transcription factor and target gene
Nfxl1	E9Q8I7	100978	target gene
Ntrk2	P15209	18212	target gene
Chst13	D3Z6E3	71797	target gene
Rsbn1l	A0A0G2JDQ6	-	target gene
Taar2	Q5QD17	209512	target gene
Serpinb5	P70124	20724	target gene
Nckap5	E0CYS4	-	target gene
Rbm25	B2RY56	67039	target gene
Dusp2	Q05922	13537	target gene
Bok	O35425	51800	target gene
Itgb7	P26011	16421	target gene
Arl5b	Q6NXZ5	75869	target gene
Slitrk6	Q8C110	239250	target gene
Kifc3	O35231	16582	target gene
Kcns2	O35174	16539	target gene
Tenm3	D3YW50	-	target gene
Cox4i1	P19783	12857	target gene
Grip1	Q925T6	74053	target gene
Ppil1	Q9D0W5	68816	target gene
Igkv4-70	A0A0B4J1I5	-	target gene
Prkcsh	O08795	19089	target gene
Wfdc18	P62810	14038	target gene
Lrmp	G5E880	16970	target gene
Mtrf1	Q8K126	211253	target gene
Gcg	P55095	14526	target gene
2610008E11Rik	A0A1W2P7U6	-	target gene
Col26a1	Q91VF6	140709	target gene
Ikzf1	Q5SWT6	-	target gene
Tmx1	Q8VBT0	72736	target gene
Stra6	A0A0R4J115	20897	target gene
Znf511	Q6P0X2	69752	target gene
Slc4a1ap	E9PX68	20534	target gene
Spock1	A0A286YCI6	-	target gene
Asb7	Q91ZU0	117589	target gene
Tmprss11f	Q8BHM9	243083	target gene
Olfr1184	Q8VG86	258820	target gene
Cntnap2	Q9CPW0	66797	target gene
Slc25a2	Q99ML6	83885	target gene
Gemin8	Q8BHE1	237221	target gene
Igkv8-27	A0A075B5N4	-	target gene
Twf1	Q91YR1	19230	target gene
Inf2	A0A1Y7VLQ6	-	target gene
Cdcp2	Q8BQH6	242603	target gene
Cox6c	Q9CPQ1	12864	target gene
Napepld	Q8BH82	242864	target gene
Aicda	Q9WVE0	11628	target gene
Dhdh	Q9DBB8	71755	target gene
Sirpb1c	K7N6K7	-	target gene
Nom1	Q3UFM5	433864	target gene
Ache	P21836	11423	target gene
Slc6a9	P28571	14664	target gene
Tnrc18	F6Z7L1	-	target gene
Macf1	E9QNP1	-	target gene
Gstcd	Q5RL51	67553	target gene
Gm12216	A8Y5C0	-	target gene
Mdn1	A2ANY6	100019	target gene
Zfp688	A0A0U1RNR1	-	target gene
Vmn1r78	K7N608	171242	target gene
Med16	E9PWX0	-	target gene
Olfr430	E9Q5F1	258713	target gene
Scg2	Q03517	20254	target gene
Bccip	Q9CWI3	66165	target gene
Glis3	Q6XP49	226075	transcription factor and target gene
Lcorl	Q3U285	209707	target gene
Doxl2	F6TPL1	-	target gene
Vwa3b	A0A0A6YXU0	-	target gene
Abhd4	Q3U7M5	105501	target gene
Phf12	Q5SPL2	268448	transcription factor and target gene
Plod1	Q9R0E2	18822	target gene
Adrbk2	Q3UYH7	320129	target gene
Mink1	Q9JM52	50932	target gene
Smco3	Q8BQM7	654818	target gene
Cyp4f16	E9PW68	-	target gene
Casr	Q9QY96	12374	target gene
Agpat1	G3UY51	-	target gene
Ahi1	A0A1L1SQE2	-	target gene
Rnase13	Q5GAM7	497071	target gene
Pcolce2	Q8R4W6	76477	target gene
Obscn	A0A1W2P6H1	-	target gene
Capn15	Q9JLG8	50817	target gene
Olfr1058	Q7TR74	258386	target gene
Cdh20	Q9Z0M3	23836	target gene
1700017N19Rik	D3YX67	66605	target gene
Ptx3	P48759	19288	target gene
Scarf2	P59222	224024	target gene
Ccdc184	Q8BMK5	239650	target gene
Gfra4	Q9JJT2	14588	target gene
Palm	Q9Z0P4	18483	target gene
Mxd1	Q8K1Z8	17119	target gene
Serpina1f	E9PUC6	68348	target gene
Diaph3	Q9Z207	56419	target gene
Baiap2l2	Q80Y61	207495	target gene
Slc5a12	Q49B93	241612	target gene
Ssc4d	A1L0T3	109267	target gene
Cplx2	P84086	12890	target gene
Brsk1	Q5RJI5	381979	target gene
Naxd	J3QMM7	69225	target gene
Ucn2	Q99ML8	171530	target gene
Smim11a	Q99J19	68936	target gene
Mxd3	Q80US8	17121	target gene
Esr2	O08537	13983	transcription factor and target gene
Herc3	A0A0N4SVW7	-	target gene
Ccl27	Q9Z1X0	100039863,100039939,100040048,100861978,20301	target gene
Stambp	Q9CQ26	70527	target gene
4933427D14Rik	F2Z3W1	-	target gene
Pcif1	P59114	228866	target gene
Kcnq2	A0A0G2JGA6	-	target gene
Iqgap3	A0A0A6YXJ2	-	target gene
Ubr5	E9Q2H1	70790	target gene
Klhl18	A0A0G2JGN5	270201	target gene
Exoc6	Q3U9D6	107371	target gene
Ptpn14	Q62130	19250	target gene
Atxn7l2	A2AE44	-	target gene
Mbd1	Q9Z2E2	17190	transcription factor and target gene
Rev3l	Q61493	19714	target gene
Faslg	P41047	14103	target gene
Npy4r	Q61041	19065	target gene
Ermard	Q3TVE4	381062	target gene
Ss18	Q62280	268996	target gene
Rasa4	Q6PFQ7	54153	target gene
Fgfr3	A0A0J9YTQ5	-	target gene
Fam76b	Q80XP8	72826	target gene
Dcaf8	Q8N7N5	98193	target gene
Immp2l	Q8BPT6	93757	target gene
Scn8a	A0A0J9YUL0	-	target gene
Hoxa1	Q8BNI8	15394	target gene
Fmr1	P35922	-	transcription factor and target gene
Mrps33	Q9D2R8	14548	target gene
Dusp7	Q91Z46	235584	target gene
Acvr1c	Q8K348	269275	target gene
Arl6ip5	Q8R5J9	65106	transcription factor and target gene
Ano2	Q8CFW1	243634	target gene
Slc4a7	A0A286YDB4	-	target gene
Clec14a	Q8VCP9	66864	target gene
Zdhhc1	Q8R0N9	70796	target gene
Crnn	D3YUU6	381457	target gene
Trappc8	E9PY51	75964	target gene
Zswim9	Q6DI92	321008	target gene
Tc2n	Q91XT6	74413	target gene
Lrrc26	Q91W20	227618	target gene
Rnaseh2c	Q9CQ18	68209	target gene
Acaca	Q5SWU9	107476	target gene
Snrnp27	Q8K194	66618	target gene
En2	P09066	13799	transcription factor and target gene
Ifitm7	G3X9Z2	74482	target gene
Rab11b	P46638	19326	target gene
Acsl1	P41216	14081	target gene
Trps1	V9GX74	83925	target gene
Atp9b	A0A286YDZ3	-	target gene
Tubgcp4	Q9D4F8	51885	target gene
Lep	P41160	16846	target gene
Phkb	Q7TSH2	102093	target gene
Cdh2	P15116	12558	target gene
Eif1ad	Q3THJ3	69860	target gene
Arhgef5	E9Q7D5	54324	target gene
Nploc4	P60670	217365	target gene
Zfp444	A0A140LI69	-	target gene
Tfcp2	Q9ERA0	21422	transcription factor
Gm10217	F7BLD2	-	target gene
Dtna	Q9D2N4	13527	target gene
Rdh16	O54909	19683	target gene
Hmgb2	P30681	97165	transcription factor and target gene
Chst4	A0A1D5RMF5	-	target gene
Dcbld2	Q91ZV3	73379	target gene
Rnf39	A2RT81	386454	target gene
Rgs18	Q99PG4	64214	target gene
Apoc3	E9QP56	11814	target gene
Greb1	Q3UHK3	268527	target gene
Eif2b5	Q8CHW4	224045	target gene
Acadl	A0A0R4J083	11363	target gene
Enpp2	Q9R1E6	18606	target gene
Krt8	P11679	16691	target gene
Sh3glb2	Q8R3V5	227700	target gene
Cebpb	P28033	12608	transcription factor and target gene
Wdr24	Q8CFJ9	268933	target gene
Angpt1	O08538	11600	target gene
Hpse2	B2RY83	545291	target gene
Rbm33	Q9CXK9	381626	target gene
Lrrc38	A2VDH3	242735	target gene
Yes1	Q04736	22612	target gene
Daam1	Q8BPM0	208846	target gene
Amz2	B1AT59	13929	target gene
Rad51d	O55230	19364	target gene
Zadh2	Q8BGC4	225791	target gene
Klhl4	B1AZR0	237010	target gene
Ranbp3	Q9CT10	71810	target gene
Ankhd1	F6TF24	-	target gene
Grk4	O70291	14772	target gene
Trim30b	D3YVI7	-	target gene
Ankhd1	F6RRY0	-	target gene
Fgfr2	E9Q5C3	-	target gene
Eif2b2	Q99LD9	217715	target gene
Lyve1	Q8BHC0	114332	target gene
Ltn1	Q6A009	78913	target gene
Gm11027	G8JL69	-	target gene
Sf1	Q64213	-	transcription factor and target gene
Ass1	P16460	11898	target gene
Il1rapl1	B1ASU0	331461	target gene
Rfx2	P48379	19725	target gene
Olfr847	Q8VFF4	258518	target gene
Plcxd1	G3X9J3	403178	target gene
Six4	Q61321	20474	transcription factor and target gene
Gtdc1	Q8BW56	227835	target gene
Dcun1d5	Q9CXV9	76863	target gene
Nfxl1	E9Q3K1	-	target gene
Gm9999	A0A0N4SVS5	-	target gene
Mybpc1	D3YU50	109272	target gene
Trbv29	A0A0G2LB96	-	target gene
Scn10a	Q6QIY3	20264	target gene
Nfatc1	B5B2N4	18018	target gene
Klf11	Q8K1S5	194655	transcription factor and target gene
Rnf125	Q9D9R0	67664	target gene
Elfn2	Q68FM6	207393	target gene
Ube2g1	P62254	67128	target gene
Vmn2r1	G3X8Y6	56544	target gene
Rapgef6	Q5NCJ4	-	target gene
Rps24	P62849	20088	target gene
Chchd5	Q9CQP3	66170	target gene
Rbmxl1	Q91VM5	19656	target gene
Lipo4	F6RR30	-	target gene
Tapbp	Q3TCU5	21356	target gene
Plaat1	E0CYE9	-	target gene
Cdc16	Q8R349	69957	target gene
Plrg1	Q922V4	53317	target gene
Olfr1177-ps	A0A2I3BR26	-	target gene
Ogg1	O08760	18294	target gene
Maml3	D4QGC2	433586	target gene
Uncx	O08934	22255	target gene
Parvg	Q9ERD8	64099	target gene
Trrap	E9PWT1	-	target gene
Hmx3	P42581	15373	target gene
Abcg4	E0CYI8	-	target gene
Cacna1g	E9PWL1	12291	target gene
Olfr140	Q60878	57272	target gene
Myt1l	P97500	17933	target gene
Cyp2b23	E9Q593	243881	target gene
Senp1	P59110	223870	target gene
Fat1	F2Z4A3	14107	target gene
Map3k2	G5E8L8	26405	target gene
Zfp52	Q8BJ45	22710	target gene
Stab2	Q8R4U0	192188	target gene
Ankub1	Q3UUE9	242037	target gene
Paip1	Q8VE62	218693	target gene
Ngfr	Q9Z0W1	-	target gene
Hrg	A0A0R4J039	94175	target gene
Garnl3	Q3V0G7	99326	target gene
Lhx5	P61375	16873	target gene
Prl3c1	Q9QUN5	27372	target gene
Lpo	A7M7R7	-	target gene
Cbr4	Q91VT4	234309	target gene
Gm1141	J9JI72	-	target gene
Lcat	P16301	16816	target gene
Angel1	Q8VCU0	68737	target gene
Vmn2r79	E9Q067	621430	target gene
Crb1	Q8VHS2	170788	target gene
Cdc7	Q9Z0H0	12545	target gene
-	F8VQ06	-	target gene
Rusc2	B0QZZ9	-	target gene
Gstm1	P10649	14862	target gene
Csl	Q80X68	71832	target gene
Sirpb1c	Q1AN90	100038947	target gene
Aplp1	A0A0R4IZZ1	11803	target gene
Syk	P48025	20963	target gene
Cpq	Q9WVJ3	54381	target gene
Zbtb3	Q91X45	75291	target gene
Plagl1	B0QZX4	-	target gene
Clta	Q6PFA2	12757	target gene
Plekha5	A0A0N4SWD7	-	target gene
Fibin	Q9CQS3	67606	target gene
Zfp819	D3Z4F2	-	target gene
Ap1g1	P22892	11765	target gene
Mfsd13a	Q6PDE8	75146	target gene
Il10rb	E9Q294	-	target gene
Hnrnpu	Q8VEK3	51810	target gene
Lysmd2	A0A1L1SQI7	-	target gene
Clic4	Q9QYB1	29876	target gene
Gm6460	F6YJZ8	-	target gene
Cdr1	E9Q0B4	631990	target gene
Epb41l1	E9PV14	-	target gene
Gfm2	Q8R2Q4	320806	target gene
Lilra6	E9Q6M9	-	target gene
Rnf180	Q3U827	71816	target gene
Fgfbp3	A0A0R4J0R6	72514	target gene
Phpt1	Q9DAK9	75454	target gene
Mark1	Q8VHJ5	226778	target gene
Lgalsl	Q8VED9	216551	target gene
Ephx4	Q6IE26	384214	target gene
Spdef	Q9WTP3	30051	transcription factor and target gene
Rfc1	Q5U4B1	19687	target gene
Chd3	B1AR17	216848	target gene
D930020B18Rik	F6XLN3	-	target gene
Nbas	E9Q411	71169	target gene
Gtf2h1	E9QKD9	14884	target gene
Rnase6	Q3V3L3	78416	target gene
Kcnc4	Q8R1C0	99738	target gene
Ssx2ip	Q8VC66	99167	target gene
Wdr41	Q3UDP0	218460	target gene
Sec24d	A0A0G2JGJ5	-	target gene
Smr2	O35985	20600	target gene
Vmn2r42	D3Z1K8	22310	target gene
Igkc	P01837	-	target gene
Plcg1	Q62077	18803	target gene
Stau1	Q9Z108	20853	target gene
Mlh1	Q9JK91	17350	target gene
Rybp	Q8CCI5	56353	target gene
Synpo2l	Q8BWB1	68760	target gene
Slc35a3	Q8R1T4	229782	target gene
St8sia2	O35696	20450	target gene
Fpgs	P48760	14287	target gene
Olfr945	Q9EQB5	258499	target gene
Mocos	Q14CH1	68591	target gene
Gm10436	L7N1Y3	100039315	target gene
Agpat2	Q8K3K7	67512	target gene
Chil6	Q80W26	229688	target gene
Znf706	Q9D115	68036	target gene
Il4i1	D3Z4E0	100328588	target gene
Dmrtc1c2	Q14AJ8	668357,71083	target gene
Cnpy3	Q9DAU1	72029	target gene
Usf1	Q61069	22278	transcription factor and target gene
Btk	P35991	12229	target gene
Akr1b10	S4R2G9	-	target gene
Shh	Q62226	20423	transcription factor and target gene
Cacng6	Q8VHW3	54378	target gene
Mpnd	Q3TV65	68047	target gene
Txndc16	Q7TN22	70561	target gene
Cald1	Q3TUS1	109624	target gene
Gm14190	B1AQ87	-	target gene
Mylk	Q6PDN3	-	target gene
Zfp106	F6UL00	-	target gene
Pus7l	Q8CE46	78895	target gene
Prkca	Q3TQ39	-	target gene
Tsga10	Q6NY15	211484	target gene
Fam83d	Q9D7I8	71878	target gene
Gckr	Q91X44	231103	target gene
